Doc,Abstract
287,"Dysbiotic airway microbiota play important roles in the inflammatory progression of asthma, and exploration of airway microbial interactions further elucidates asthma pathogenesis. However, little is known regarding the airway bacterial-fungal interactions in asthma patients. We conducted a cross-sectional survey of the sputum bacterial and fungal microbiota from 116 clinically stable asthma patients and 29 healthy controls using 16S rRNA gene and ITS1 sequencing. Compared with healthy individuals, asthma patients exhibited a significantly altered microbiota and increased bacterial and fungal alpha diversities in the airway. Microbial generaMoraxella,Capnocytophaga, andRalstonia(bacteria) andSchizophyllum,Candida, andPhialemoniopsis(fungi) were more abundant in the asthma airways, whileRothia,VeillonellaandLeptotrichia(bacteria) andMeyerozyma(fungus) were increased in healthy controls. The Moraxellaceae family and their genusMoraxellawere significantly enriched in asthma patients compared with healthy controls (80.5-fold,P= 0.007 and 314.7-fold,P= 0.027, respectively). Moreover, Moraxellaceae, along withSchizophyllum,Candida, andAspergillus(fungal genera), were positively associated with fungal alpha diversity. Correlation networks revealed 3 fungal genera (Schizophyllum,Candida, andAspergillus) as important airway microbes in asthma that showed positive correlations with each other and multiple co-exclusions with other common microbiota. Moraxellaceae members were positively associated with asthma-enriched fungal taxa but negatively related to several healthy-enriched bacterial taxa. Collectively, our findings revealed an altered microbiota and complex microbial interactions in the airways of asthma patients. The Moraxellaceae family and their genusMoraxella, along with 3 important fungal taxa, showed significant interactions with the airway microbiota, providing potential insights into the novel pathogenic mechanisms of asthma."
288,"Introduction Multimorbidity is widely recognised as the presence of two or more concurrent long-term conditions, yet remains a poorly understood global issue despite increasing in prevalence. We have created the Wales Multimorbidity e-Cohort (WMC) to provide an accessible research ready data asset to further the understanding of multimorbidity. Our objectives are to create a platform to support research which would help to understand prevalence, trajectories and determinants in multimorbidity, characterise clusters that lead to highest burden on individuals and healthcare services, and evaluate and provide new multimorbidity phenotypes and algorithms to the National Health Service and research communities to support prevention, healthcare planning and the management of individuals with multimorbidity. Methods and analysis The WMC has been created and derived from multisourced demographic, administrative and electronic health record data relating to the Welsh population in the Secure Anonymised Information Linkage (SAIL) Databank. The WMC consists of 2.9 million people alive and living in Wales on the 1 January 2000 with follow-up until 31 December 2019, Welsh residency break or death. Published comorbidity indices and phenotype code lists will be used to measure and conceptualise multimorbidity. Study outcomes will include: (1) a description of multimorbidity using published data phenotype algorithms/ontologies, (2) investigation of the associations between baseline demographic factors and multimorbidity, (3) identification of temporal trajectories of clusters of conditions and multimorbidity and (4) investigation of multimorbidity clusters with poor outcomes such as mortality and high healthcare service utilisation. Ethics and dissemination The SAIL Databank independent Information Governance Review Panel has approved this study (SAIL Project: 0911). Study findings will be presented to policy groups, public meetings, national and international conferences, and published in peer-reviewed journals."
289,"Purpose: As an important measure to alleviate long-term care (LTC) costs for the disabled due to the aging of the population, long-term care insurance (LTCI) system has been paid more attention in China. In addition to the government-led public LTCI system that has been piloted in cities such as Qingdao, Chongqing and Shanghai, health insurers such as the China Life Insurance Company are also experimenting with various types of commercial LTCI in the private market. However, the commercial LTCI market is developing very slowly due to public awareness and other reasons. On the other hand, COVID-2019 has had an impact on the cognition of the importance of long-term care for the elderly due to the fact that the death cases of COVID-2019 have been mainly concentrated in the elderly population with chronic diseases such as hypertension. Therefore, the purpose of this study is to explore the differences in the purchase intention of commercial LTCI among the elderly in two different periods: before and after the outbreak of COVID-2019. Methods: By using the Andersen behavioral model and two investigations in two different periods before and after the outbreak of COVID-2019, this study explores the impacts of COVID-2019 on the purchase intention of commercial LTCI. Results: Some significant discoveries were found. For example, 25.8% of interviewees showed purchase intention in LTCI in the time before the COVID-2019 outbreak, while this proportion increased to 37.6% after the COVID-2019 outbreak. People who were younger (OR = 2.128, before COVID-2019; OR = 1.875, after COVID-2019) or who had more education (OR = 1.502, before COVID-2019; OR = 2.218, after COVID-2019) were more interested in commercial LTCI. Conclusion: This study shows that COVID-2019 has had an obvious impact on the purchase intention of commercial LTCI, which provides some enlightenment for China to improve the LTCI system in the future, especially to accelerate the development of commercial LTCI. For example, it is essential to promote the importance of long-term care among the elderly in a focused and targeted way. In terms of the key target audience, it can be developed gradually from the groups with higher education levels and the middle elderly aged 45-64 years old."
290,"Background Child mortality rates remain unacceptably high in low-resource settings. Cause of death (CoD) is often unknown. Minimally invasive tissue sampling (MITS)-using biopsy needles to obtain post-mortem samples-for histopathological and microbiologic investigation is increasingly being promoted to improve child and adult CoD attribution. MITS in Malawi is a sub-study of the Childhood Acute Illness & Nutrition (CHAIN) Network, which aims to identify biological and socioeconomic mortality risk factors among young children hospitalized for acute illness or undernutrition. MITS in Malawi employs standard MITS and a novel post-mortem endoscopic intestinal sampling approach to better understand CoD among children with acute illness and/or malnutrition who die during hospitalization. Aim To understand factors that may impact MITS acceptability and inform introduction of the procedure to ascertain CoD among children with acute illness or malnutrition who die during hospitalization in Malawi. Methods We conducted eight focus group discussions with key hospital staff and community members (religious leaders and parents of children under 5) to explore attitudes towards MITS and inform consent processes prior to commencing the MITS in Malawi study. We used thematic content analysis drawing on a conceptual framework developed from emergent themes and MITS acceptability literature. Results Feelings of power over decision-making within the hospital and household, trust in health systems, and open and respectful health worker communication with parents were important dimensions of MITS acceptability. Other facilitating factors included the potential for MITS to add CoD information to aid sense-making of death and contribute to medical knowledge and new interventions. Potential barriers to acceptability included fears of organ and blood harvesting, disfigurement to the body, and disruption to transportation and burial plans. Conclusion Social relationships and power dynamics within healthcare systems and households are a critical component of MITS acceptability, especially given the sensitivity of death and autopsy."
291,"Zeolitic imidazolate framework (ZIF-8) base-aptamer gate-lock  biomaterial probes have been synthesized for monitoring intracellular deoxynivalenol (DON) and cytochrome c (cyt c) levels. The aptamer and organic fluorescent dye were regarded as a recognition element and a sensing element, respectively. In the presence of DON, the aptamers of DON and cyt c were specifically bound with the DON and induced cyt c, leading to the dissociation of aptamers from the porous surface of the probes. The gate was subsequently opened to release methylene blue (MB) and Rhodamine 6G (Rh6G), and their fluorescence (emission of MB at 700 nm and Rh6G at 550 nm) significantly recovered within 6 h. Cell imaging successfully monitored the exposure of DON and the biological process of cyt c discharge triggered by the activation of the DON-induced apoptosis pathway. In addition, the response between DON and cyt c was observed during the apoptosis process, which is of high significance for the comprehensive and systematic development of mycotoxins cytotoxicity."
292,"Background There is a growing focus on the development of multi-factorial cancer risk prediction algorithms alongside tools that operationalise them for clinical use. BOADICEA is a breast and ovarian cancer risk prediction model incorporating genetic and other risk factors. A new user-friendly Web-based tool (CanRisk.org) has been developed to apply BOADICEA. This study aimed to explore the acceptability of the prototype CanRisk tool among two healthcare professional groups to inform further development, evaluation and implementation. Method A multi-methods approach was used. Clinicians from primary care and specialist genetics clinics in England, France and Germany were invited to use the CanRisk prototype with two test cases (either face-to-face with a simulated patient or via a written vignette). Their views about the tool were examined via a semi-structured interview or equivalent open-ended questionnaire. Qualitative data were subjected to thematic analysis and organised around Sekhon's Theoretical Framework of Acceptability. Results Seventy-five clinicians participated, 21 from primary care and 54 from specialist genetics clinics. Participants were from England (n = 37), France (n = 23) and Germany (n = 15). The prototype CanRisk tool was generally acceptable to most participants due to its intuitive design. Primary care clinicians were concerned about the amount of time needed to complete, interpret and communicate risk information. Clinicians from both settings were apprehensive about the impact of the CanRisk tool on their consultations and lack of opportunities to interpret risk scores before sharing them with their patients. Conclusions The findings highlight the challenges associated with developing a complex tool for use in different clinical settings; they also helped refine the tool. This prototype may not have been versatile enough for clinical use in both primary care and specialist genetics clinics where the needs of clinicians are different, emphasising the importance of understanding the clinical context when developing cancer risk assessment tools."
293,"UK Biobank is a major prospective epidemiological study, including multimodal brain imaging, genetics and ongoing health outcomes. Previously, we published genome-wide associations of 3,144 brain imaging-derived phenotypes, with a discovery sample of 8,428 individuals. Here we present a new open resource of genome-wide association study summary statistics, using the 2020 data release, almost tripling the discovery sample size. We now include the X chromosome and new classes of imaging-derived phenotypes (subcortical volumes and tissue contrast). Previously, we found 148 replicated clusters of associations between genetic variants and imaging phenotypes; in this study, we found 692, including 12 on the X chromosome. We describe some of the newly found associations, focusing on the X chromosome and autosomal associations involving the new classes of imaging-derived phenotypes. Our novel associations implicate, for example, pathways involved in the rare X-linked STAR (syndactyly, telecanthus and anogenital and renal malformations) syndrome, Alzheimer's disease and mitochondrial disorders. The Elliott and Smith teams used imaging and genetics data from 40,000 volunteers in the UK Biobank healthcare study, discovering new genetic influences over brain structure and function, which are of relevance to both rare and common diseases."
294,"An emerging understanding of natural biolubricants such as saliva and synovial fluid reveals that they rely on synergistic interactions between biomacromolecules in aqueous media, wherein one polymeric component promotes adsorption to biological substrates while another facilitates hydration lubrication. We hypothesize that this phenomenon can be achieved by combining the strong adsorption characteristics of proteins with the hydration of polysaccharides. To confirm this hypothesis, hydrated soluble complexes were formed through electrostatic interactions between positively-charged lysozyme molecules and anionic residues on pectic polysaccharides extracted from Plantago ovata seed mucilage. Boundary friction was measured between smooth hydrophobic polydimethylsiloxane (PDMS) surfaces using a ball-and-disk tribometer, while adsorption was assessed using a combination of the quartz-crystal microbalance with dissipation monitoring technique and ellipsometry. The results indicate that complexation between polysaccharides and proteins leads to improved adsorption on hydrophobic PDMS surfaces, which in turn decreases boundary friction in sliding contact. By comparing the adsorption behaviour of the complexes and individual components, we conclude that pectic polymers maintain the film's hydration while lysozyme improves surface adsorption, thereby providing new evidence that physical complexes can be utilised to design bi-functional surface layers. Our findings open up a range of opportunities for application in food and oral healthcare products, particularly in the use of foodcompatible ingredients to control aqueous lubrication."
295,"Background: The rapid aging of populations in some countries has led to a growing number of the disabled elderly, creating a huge need for Long-Term Care (LTC) and meeting its costs, which is a heavy economic burden on the families of the disabled elderly and governments. Therefore, the measurement of Long-Term Care (LTC) costs has become an important basis for the government to formulate Long-Term Care (LTC) policies, and academic research on Long-Term Care (LTC) costs is also in the process of continuous development and deepening. Methods: This is a systematic review that aims to examine the evidence published in the last decade (2010-2019) regarding the comparison of the measurement of Long-Term Care (LTC) costs between China and other countries. Results: Eighteen Chinese studies and 17 other countries' studies were included in this review. Most Chinese scholars estimated long-term care costs based on the degree of disability among the disabled elderly. However, the studies of European and American countries are more and more in-depth and comprehensive, and more detailed regarding the post-care cost of specific diseases, such as Parkinson's disease, Alzheimer's disease, and epilepsy. Conclusion: In future academic research, we should fully consider the human value of long-term care providers and further study the differences in the long-term care costs of different chronic diseases. In China's future policymaking, according to the experience of Germany, Sweden, and other countries, it may be an effective way to develop private long-term care insurance and realize the effective complementarity between private long-term care insurance and public long-term care insurance (LTCI)."
296,"Designing artificial avatars able to interact with humans in a safe, smart, and natural way is a current open problem in control. Solving such an issue will allow the design of cyber-agents capable of cooperatively interacting with people in order to fulfil common joint tasks in a multitude of different applications. This is particularly relevant in the context of healthcare applications. Indeed, the use for rehabilitation has been proposed of artificial agents able to interact and coordinate their movements with those of patients suffering from social or motor disorders. Moreover, it has also been shown that the level of motor coordination between the avatar and the human patient is enhanced if the kinematic properties of the avatar's motion are similar to those of the individual it is interacting with. In this article, we discuss, first, a new method based on Markov chains to confer human motor characteristics on the motion of a virtual agent so that it can coordinate its motion with that of a target individual while exhibiting specific kinematic properties. Then, we embed such synthetic model in a novel control architecture based on reinforcement learning to synthesize a cyber-agent able to mimic the behavior of a specific human performing a joint motor task with one or more individuals."
297,"Background: Lifestyle-related diseases are among the leading causes of death and disability. Their rapid increase worldwide has called for low-cost, scalable solutions to promote health behavior changes. Digital health coaching has proved to be effective in delivering affordable, scalable programs to support lifestyle change. This approach increasingly relies on asynchronous text-based interventions to motivate and support behavior change. Although we know that empathy is a core element for a successful coach-user relationship and positive patient outcomes, we lack research on how this is realized in text-based interactions. Systemic functional linguistics (SFL) is a linguistic theory that may support the identification of empathy opportunities (EOs) in text-based interactions, as well as the reasoning behind patients' linguistic choices in their formulation. Objective: This study aims to determine whether empathy and SFL approaches correspond and complement each other satisfactorily to study text-based communication in a health coaching context. We sought to explore whether combining empathic assessment with SFL categories can provide a means to understand client-coach interactions in asynchronous text-based coaching interactions. Methods: We retrieved 148 text messages sent by 29 women who participated in a randomized trial of telecoaching for the prevention of gestational diabetes mellitus (GDM) and postnatal weight loss. We conducted a pilot study to identify users' explicit and implicit EOs and further investigated these statements using the SFL approach, focusing on the analysis of transitivity and thematic analysis. Results: We identified 164 EOs present in 42.37% (3478/8209) of the word count in the corpus. These were mainly negative (n=90, 54.88%) and implicit (n=55, 60.00%). We distinguished opening, content and closing messages structures. Most of the wording was found in the content (n=7077, 86.21%) with a declarative structure (n=7084, 86.30%). Processes represented 22.4% (n=1839) of the corpus, with half being material (n=876, 10.67%) and mostly related to food and diet (n=196, 54.92%), physical activity (n=96, 26.89%), and lifestyle goals (n=40, 11.20%). Conclusions: Our findings show that empathy and SFL approaches are compatible. The results from our transitivity analysis reveal novel insights into the meanings of the users' EOs, such as their seek for help or praise, often missed by health care professionals (HCPs), and on the coach-user relationship. The absence of explicit EOs and direct questions could be attributed to low trust on or information about the coach's abilities. In the future, we will conduct further research to explore additional linguistic features and code coach messages."
298,"Objectives The suspension of elective surgery during the COVID-19 pandemic is unprecedented and has resulted in record volumes of patients waiting for operations. Novel approaches that maximise capacity and efficiency of surgical care are urgently required. This study applies Markov multiscale community detection (MMCD), an unsupervised graph-based clustering framework, to identify new surgical care models based on pooled waiting-lists delivered across an expanded network of surgical providers. Design Retrospective observational study using Hospital Episode Statistics. Setting Public and private hospitals providing surgical care to National Health Service (NHS) patients in England. Participants All adult patients resident in England undergoing NHS-funded planned surgical procedures between 1 April 2017 and 31 March 2018. Main outcome measures The identification of the most common planned surgical procedures in England (high-volume procedures (HVP)) and proportion of low, medium and high-risk patients undergoing each HVP. The mapping of hospitals providing surgical care onto optimised groupings based on patient usage data. Results A total of 7 811 891 planned operations were identified in 4 284 925 adults during the 1-year period of our study. The 28 most common surgical procedures accounted for a combined 3 907 474 operations (50.0% of the total). 2 412 613 (61.7%) of these most common procedures involved 'low risk' patients. Patients travelled an average of 11.3 km for these procedures. Based on the data, MMCD partitioned England into 45, 16 and 7 mutually exclusive and collectively exhaustive natural surgical communities of increasing coarseness. The coarser partitions into 16 and seven surgical communities were shown to be associated with balanced supply and demand for surgical care within communities. Conclusions Pooled waiting-lists for low-risk elective procedures and patients across integrated, expanded natural surgical community networks have the potential to increase efficiency by innovatively flexing existing supply to better match demand."
299,"Software for Tomographic Image Reconstruction (STIR: http://stir.sf.net) is an open source C++ library available for reconstruction of emission tomography data. This work aims at the incorporation of the GE SIGNA PET/MR scanner in STIR and enables PET image reconstruction with data corrections. The data extracted from the scanner after an acquisition includes a list of raw data files (emission, normalisation, geometric and well counter calibration (wcc) factors), magnetic resonance attenuation correction (MRAC) images and the scanner-based reconstructions. The listmode (LM) file stores a list of 'prompt' events and the singles per crystal per second. MRAC images from the scanner are used for attenuation correction. The modifications to STIR that allow accurate histogramming of this LM data in the same sinogram organisation as the scanner are also described. This allows reconstruction of acquisition data with all data corrections using STIR, and independent of any software supplied by the manufacturer. The implementations were validated by comparing the histogrammed data, data corrections and final reconstruction using the ordered subset expectation maximisation (OSEM) algorithm with the equivalents from the GE-toolbox, supplied by the manufacturer for the scanner. There is no difference in the histogrammed counts whereas an overall relative difference of 6:7 x 10(-8)% and from 0:01% to 0:86% is seen in the normalisation and randoms correction sinograms respectively. The STIR reconstructed images have similar resolution and quantification but have some residual differences due to wcc factors, decay and deadtime corrections, as well as the offset between PET and MR gantries that will be addressed in future work. This work will enable the use of all current and future STIR algorithms, including penalized image reconstruction, motion correction and direct parametric image estimation, on data from GE SIGNA PET/MR scanners."
300,"Background/aimsData are limited on the frequency of 'consensus decisions' between sub-specialists attending a neurovascular multidisciplinary meeting (MDM) regarding management of patients with extracranial carotid/vertebral stenoses and post-MDM 'adherence' to such advice.MethodsThis prospective audit/quality improvement project collated prospectively-recorded data from a weekly Neurovascular/Stroke Centre MDM documenting the proportion of extracranial carotid/vertebral stenosis patients in whom 'consensus management decisions' were reached by neurologists, vascular surgeons, stroke physicians-geriatricians and neuroradiologists. Adherence to MDM advice was analysed in asymptomatic carotid stenosis (ACS), symptomatic carotid stenosis (SCS), 'indeterminate symptomatic status stenosis' (ISS) and vertebral artery stenosis (VAS) patients, including intervals between index event to MDM + / - intervention.ResultsOne hundred fifteen patients were discussed: 108 with carotid stenosis and 7 with VAS. Consensus regarding management was noted in 96.5% (111/115): 100% with ACS and VAS, 96.2% with SCS and 92.9% with ISS. Adherence to MDM management advice was 96.4% (107/111): 100% in ACS, ISS and VAS patients; 92% (46/50) in SCS patients. The median interval from index symptoms to revascularisation in 50-99% SCS patients was 12.5 days (IQR: 9-18.3 days; N = 26), with a median interval from MDM to revascularisation of 5.5 days (IQR: 1-7 days). Thirty patients underwent revascularisation. Two out of twenty-nine patients (6.9%) with either SCS or ISS had a peri-procedural ipsilateral ischaemic stroke, with no further strokes/deaths during 3-months follow-up.ConclusionsThe high frequency of inter-specialty consensus regarding management and adherence to proposed treatment supports a collaborative/multidisciplinary model of care in patients with extracranial arterial stenoses. Service development should aim to shorten times between MDM discussion-intervention and optimise prevention of stroke/death."
301,"Background: Lifestyle-related diseases are among the leading causes of death and disability. Their rapid increase worldwide has called for low-cost, scalable solutions to promote health behavior changes. Digital health coaching has proved to be effective in delivering affordable, scalable programs to support lifestyle change. This approach increasingly relies on asynchronous text-based interventions to motivate and support behavior change. Although we know that empathy is a core element for a successful coach-user relationship and positive patient outcomes, we lack research on how this is realized in text-based interactions. Systemic functional linguistics (SFL) is a linguistic theory that may support the identification of empathy opportunities (EOs) in text-based interactions, as well as the reasoning behind patients' linguistic choices in their formulation. Objective: This study aims to determine whether empathy and SFL approaches correspond and complement each other satisfactorily to study text-based communication in a health coaching context. We sought to explore whether combining empathic assessment with SFL categories can provide a means to understand client-coach interactions in asynchronous text-based coaching interactions. Methods: We retrieved 148 text messages sent by 29 women who participated in a randomized trial of telecoaching for the prevention of gestational diabetes mellitus (GDM) and postnatal weight loss. We conducted a pilot study to identify users' explicit and implicit EOs and further investigated these statements using the SFL approach, focusing on the analysis of transitivity and thematic analysis. Results: We identified 164 EOs present in 42.37% (3478/8209) of the word count in the corpus. These were mainly negative (n=90, 54.88%) and implicit (n=55, 60.00%). We distinguished opening, content and closing messages structures. Most of the wording was found in the content (n=7077, 86.21%) with a declarative structure (n=7084, 86.30%). Processes represented 22.4% (n=1839) of the corpus, with half being material (n=876, 10.67%) and mostly related to food and diet (n=196, 54.92%), physical activity (n=96, 26.89%), and lifestyle goals (n=40, 11.20%). Conclusions: Our findings show that empathy and SFL approaches are compatible. The results from our transitivity analysis reveal novel insights into the meanings of the users' EOs, such as their seek for help or praise, often missed by health care professionals (HCPs), and on the coach-user relationship. The absence of explicit EOs and direct questions could be attributed to low trust on or information about the coach's abilities. In the future, we will conduct further research to explore additional linguistic features and code coach messages."
302,"Objectives This study aimed to describe mental health emergency department (ED) presentations among young people aged 8-26 years in New South Wales, Australia, and to identify key characteristics associated with higher risk of ED mental health re-presentation. Design, setting and participants Retrospective analysis of linked ED data records for mental health presentations between 1 January 2015 and 30 June 2018. Main outcome measures The main outcome was the total number of mental health ED re-presentations within 1 year, following initial presentation. Count regression models were fitted to estimate factors associated with higher likelihood of re-presentations. Results Forty thousand two hundred and ninety patients were included in the analyses, and 9713 (similar to 25%) represented during the following year; 1831 (20%) presented at least three times. On average, patients re-presented 0.61 times per 365 person-days, with average time until first re-presentation of similar to 92 days but greatest risk of representation within first 30-60 days. Young people with self-harm or suicidal diagnoses at initial presentation were more likely to re-present. Re-presentations were highest among young people <15 years (IRR 1.18 vs >= 20 years old), female (IRR=1.13 vs male), young people residing outside of major cities (IRR 1.08 vs major cities) and Aboriginal and Torres Strait Islander young people (IRR 1.27 vs non-Indigenous). Conclusions ED mental health re-presentation is high among young people. We demonstrate factors associated with re-presentation that EDs could target for timely, high-quality care that is youth friendly and culturally safe, with appropriate referral pathways into community-based primary and mental healthcare services."
303,"The rapid growth of population aging makes providing adequate long-term care (LTC) services for the elderly a serious social dilemma in China. Thus, it is necessary to carry out a theoretical discussion on the LTC service needs of the elderly and find out their influencing factors. With four regions of the middle and upper reaches of the Yangtze River as the sample case, this study aims to explore the factors that affect LTC service needs of the elderly in the frame of the latest Anderson Model, which added psychosocial factors to predisposing characteristics, enabling factors, and need factors in the old version. Some interesting results have been found, for example, self-image evaluation is composed of several factors such as general physical health, attitude towards life, or psychosocial states. Finally, sub-analyses-namely, by age, by gender, and by educational level-were carried out since the choice of different long-term care service patterns is related to different age/gender/education groups."
304,"Ill-posed image recovery requires regularisation to ensure stability. The presented open-source regularisation toolkit consists of state-of-the-art variational algorithms which can be embedded in a plug-and-play fashion into the general framework of proximal splitting methods. The packaged regularisers aim to satisfy various prior expectations of the investigated objects, e.g., their structural characteristics, smooth or non-smooth surface morphology. The flexibility of the toolkit helps with the design of more advanced model-based iterative reconstruction methods for different imaging modalities while operating with simpler building blocks. The toolkit is written for CPU and GPU architectures and wrapped for Python/MATLAB. We demonstrate the functionality of the toolkit in application to Positron Emission Tomography (PET) and X-ray synchrotron computed tomography (CT)."
305,"Current severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) serological tests are based on the full-length spike (S), the receptor-binding domain (RBD), or the nucleoprotein (NP) as substrates. Here, we used samples from healthcare workers (HCWs) to perform a longitudinal analysis of the antibody responses using a research-grade RBD and spike-based enzyme-linked immunosorbent assay (ELISA), a commercial RBD and spike-based ELISA, and a commercial NP-based chemiluminescent microparticle immunoassay. Seroprevalence ranged around 28% early during the pandemic and a good correlation was observed between RBD and spike- based ELISAs. Modest correlations were observed between NP and both RBD and spike-based assays. The antibody levels in HCWs declined over time; however, the overall seroprevalence measured by RBD and spike-based assays remained unchanged, while the seroprevalence of NP-reactive antibodies significantly declined. Moreover, RBD and spike-based assays effectively detected seroconversion in vaccinees. Overall, our results consolidate the strength of different serological assays to assess the magnitude and duration of antibodies to SARS-CoV-2."
306,"Online metric learning (OML) has been widely applied in classification and retrieval. It can automatically learn a suitable metric from data by restricting similar instances to be separated from dissimilar instances with a given margin. However, the existing OML algorithms have limited performance in real-world classifications, especially, when data distributions are complex. To this end, this article proposes a multilayer framework for OML to capture the nonlinear similarities among instances. Different from the traditional OML, which can only learn one metric space, the proposed multilayer OML (MLOML) takes an OML algorithm as a metric layer and learns multiple hierarchical metric spaces, where each metric layer follows a nonlinear layer for the complicated data distribution. Moreover, the forward propagation (FP) strategy and backward propagation (BP) strategy are employed to train the hierarchical metric layers. To build a metric layer of the proposed MLOML, a new Mahalanobis-based OML (MOML) algorithm is presented based on the passive-aggressive strategy and one-pass triplet construction strategy. Furthermore, in a progressively and nonlinearly learning way, MLOML has a stronger learning ability than traditional OML in the case of limited available training data. To make the learning process more explainable and theoretically guaranteed, theoretical analysis is provided. The proposed MLOML enjoys several nice properties, indeed learns a metric progressively, and performs better on the benchmark datasets. Extensive experiments with different settings have been conducted to verify these properties of the proposed MLOML."
307,"Aims: The heterogeneity in Gestational Diabetes Mellitus (GDM) risk factors among different populations impose challenges in developing a generic prediction model. This study evaluates the predictive ability of existing UK NICE guidelines for assessing GDM risk in Singaporean women, and used machine learning to develop a non-invasive predictive model. Methods: Data from 909 pregnancies in Singapore's most deeply phenotyped mother-offspring cohort study, Growing Up in Singapore Towards healthy Outcomes (GUSTO), was used for predictive modeling. We used a CatBoost gradient boosting algorithm, and the Shapley feature attribution framework for model building and interpretation of GDM risk attributes. Results: UK NICE guidelines showed poor predictability in Singaporean women [AUC:0.60 (95% CI 0.51, 0.70)]. The non-invasive predictive model comprising of 4 non-invasive factors: mean arterial blood pressure in first trimester, age, ethnicity and previous history of GDM, greatly outperformed [AUC:0.82 (95% CI 0.71, 0.93)] the UK NICE guidelines. Conclusions: The UK NICE guidelines may be insufficient to assess GDM risk in Asian women. Our non-invasive predictive model outperforms the current state-of-the-art machine learning models to predict GDM, is easily accessible and can be an effective approach to minimize the economic burden of universal testing & GDM associated healthcare in Asian populations."
308,"Intramolecular catalytic hairpin assembly (intraCHA) has recently been developed. However, non-nucleic acidinitiated intraCHA is rarely explored. The only protein-initiated intraCHA depends on the unwarrantable binding affinity between protein and its aptamer, which generally results in limited initiation efficiency. Herein, a repaired and initiated intraCHA (RI-intraCHA) nanosystem was designed and its operation was reported for amplified imaging of DNA repair enzyme activity in live cells. 8-oxoguanine (8-OG) DNA glycosylase was selected as the model DNA repair enzyme. The RI-intraCHA nanosystem was constructed by linking a dsDNA (containing 8-OG sites and trigger strand), two hairpins to different vertexes of DNA tetrahedron. The nanosystem could independently enter into live cells in virtue of cell permeability of DNA tetrahedron. Upon repair action of endogenous 8-OG DNA glycosylase, intraCHA reaction in the nanosystem was initiated efficiently, generating amplified fluorescence signal. The nanosystem provided a detection limit of 0.2443 U/mL for 8-OG DNA glycosylase, which was lower than that of the reported imaging approaches. Furthermore, the nanosystem exhibited satisfactory biosafety and biostability, achieving amplified imaging of intracellular 8-OG DNA glycosylase activity. The designed RI-intraCHA nanosystem provided a promising tool for the research of basic biology of intracellular DNA repair enzymes as well as their clinic correlations."
309,"BACKGROUNDTrans-4-hydroxy-L-proline (Hyp) is a value-added amino acid that is an applicable chiral building block in some industries, such as the pharmaceutical, cosmetic and healthcare industries. Given that glycerol is a good carbon source for microbial fermentation and a large amount of glycerol is produced by the biodiesel industry, this study investigated a value-added Hyp fermentation from glycerol using an engineered Escherichia coli strain. RESULTSBy optimizing the proline-4-hydroxylase (P4H) gene codons and vectors, a constructed recombinant Escherichia coliBL21 strain successfully converted L-proline to Hyp. With a chemo-physical combination mutagenesis, a high Hyp production strain that can grow with glycerol as a sole carbon source, NA45 was isolated, yielding 1.24gL(-1) from 20gL(-1) glycerol at 12h in a 30 mL/250 mL conical flask fermentation. With further systemic optimization of nutritional elements, the output was enhanced to 1.62gL(-1). In a 5L fermentator, the strain achieved a surprisingly high output of 25.4gL(-1) at 48h in fed batch mode. CONCLUSIONA high Hyp production strain growing well on glycerol as carbon source was successfully engineered, which is a promising candidate for the industrial Hyp production. (c) 2016 Society of Chemical Industry"
310,"Proteins are an important class of biomaterials promising a variety of applications such as drug delivery, and imaging or therapy, owing to their biodegradability, biocompatibility, as well as inherent biological activities acting as enzymes, recognizing molecules, or therapeutics by themselves. Over the few past decades, different types of proteins with desired properties have been widely explored for biomedical applications. Many therapeutic proteins have now entered clinical use. This review therefore summarizes various strategies in the engineering of biomaterials for delivery of therapeutic proteins, as well as the recent development of protein-based biomaterials for cancer theranostics."
311,"Localized surface plasmon resonance (LSPR) induced charge separation were concentrated on the metal nano particles surface, which made it sensitive to the surface refractive index changes during optical sensing. Similarly, electrochemical detection was based on the electron transformation on the electrode surface. Herein, we fabricated a nanochip by decorating a nanocone-array substrate with gold nanoparticles and silver nano particles for dynamic electro-optical spectroscopy. Mercaptophenyl boronic acid (MPBA) was immobilized firmly on the nanochip by the metal-S bond for sensitive sialic acid sensing. Owing to the high stability of gold nanoparticles and the high sensitivity of silver nanoparticles, the nanochip showed good performance in LSPR detection with rich and high responses. Besides, the nanochip also showed sensitive electrical signals during electrochemical detection due to the excitation of the energetic charges from the nanoparticles surface to the reaction system. The dynamic electro-optical spectroscopy was based on a unique combination of LSPR and linear sweep voltammetry (LSV). On the one hand, electrochemical signals activated the electrons on the nanochip to promote the propagation and resonance of surface plasmon. On the other hand, LSPR concentrated the electrons on the nanochip surface, which made the electrons easily driven to enhance the current in electrochemical detection. Results showed that mutual promotion of electrochemical-LSPR on nanochip covered a linear dynamic range from 0.05 mM to 5 mM on selective sialic acid detection with a low detection limit of 17 mu M. The synchronous amplification of the electro-optical response during electrochemical-LSPR, opened up a new perspective for efficient and sensitive biochemical detection."
